household_id,region,city,postal_code,house_type,floor_area_sqft,num_occupants,has_solar_panels
H0991,East,Lakeland,41268,Apartment,3378,3,Yes
H0992,North,Springfield,40290,Detached,638,1,Yes
H0993,West,Hillview,44963,Detached,619,3,No
H0994,North,Springfield,89624,Apartment,848,3,Yes
H0995,North,Lakeland,64336,Townhouse,1767,6,No
H0996,South,Rivertown,19540,Detached,1421,6,No
H0997,West,Lakeland,57191,Detached,1065,2,Yes
H0998,North,Springfield,79927,Apartment,2731,4,Yes
H0999,South,Lakeland,76741,Apartment,2182,5,No
H1000,North,Hillview,66642,Detached,2969,5,No
H1001,East,Hillview,14826,Apartment,745,4,Yes
H1002,North,Hillview,26213,Condo,971,3,Yes
H1003,North,Rivertown,35750,Apartment,1476,5,No
H1004,East,Springfield,87226,Townhouse,2299,4,No
H1005,East,Lakeland,61317,Condo,2771,2,No
H1006,North,Springfield,70247,Apartment,1044,1,Yes
H1007,North,Rivertown,97453,Detached,1470,2,Yes
H1008,South,Hillview,44078,Townhouse,2118,2,No
H1009,North,Rivertown,20188,Detached,3362,4,Yes
H1010,East,Hillview,17207,Townhouse,839,2,Yes
H1011,South,Lakeland,56531,Townhouse,3459,3,No
H1012,South,Rivertown,88921,Apartment,1489,4,No
H1013,West,Springfield,49256,Apartment,1813,4,Yes
H1014,South,Springfield,61280,Apartment,1816,2,No
H1015,East,Hillview,84907,Apartment,1213,4,Yes
H1016,North,Springfield,13799,Apartment,917,4,Yes
H1017,South,Hillview,32703,Condo,1378,3,No
H1018,South,Springfield,48732,Apartment,1311,1,No
H1019,East,Hillview,90220,Detached,2815,4,No
H1020,West,Hillview,81985,Apartment,2360,2,No
H1021,East,Springfield,91422,Apartment,1227,1,Yes
H1022,North,Springfield,48388,Townhouse,2232,5,Yes
H1023,East,Lakeland,50769,Detached,1606,6,Yes
H1024,West,Springfield,80567,Townhouse,1041,3,No
H1025,North,Hillview,11679,Condo,1633,2,Yes
H1026,East,Rivertown,67716,Detached,558,4,Yes
H1027,South,Hillview,21417,Apartment,1763,6,Yes
H1028,East,Rivertown,74786,Townhouse,3441,3,No
H1029,South,Rivertown,52365,Apartment,2798,2,No
H1030,West,Lakeland,35600,Apartment,2098,1,No
H1031,East,Lakeland,37963,Townhouse,2761,6,No
H1032,West,Hillview,95234,Townhouse,3493,6,No
H1033,North,Lakeland,46289,Condo,2846,3,No
H1034,East,Springfield,26168,Condo,3009,1,No
H1035,North,Lakeland,57250,Condo,1607,2,No
H1036,North,Lakeland,85536,Townhouse,3118,3,No
H1037,East,Lakeland,76926,Condo,3380,6,No
H1038,South,Rivertown,85627,Townhouse,1509,6,Yes
H1039,South,Rivertown,15705,Apartment,1653,1,Yes
H1040,East,Lakeland,10660,Detached,1722,1,Yes
H1041,East,Hillview,26811,Apartment,570,4,Yes
H1042,North,Rivertown,99641,Condo,3051,3,No
H1043,East,Springfield,97294,Apartment,1905,6,Yes
H1044,East,Hillview,66256,Detached,2759,2,Yes
H1045,East,Springfield,34392,Detached,1478,1,No
H1046,South,Springfield,52089,Condo,2445,4,Yes
H1047,East,Lakeland,55925,Apartment,1662,1,No
H1048,East,Springfield,90865,Townhouse,692,4,Yes
H1049,South,Hillview,41414,Townhouse,1647,6,Yes
H1050,West,Rivertown,21364,Apartment,1978,3,No
H1051,East,Lakeland,41400,Condo,1254,4,Yes
H1052,East,Springfield,31060,Condo,2984,3,No
H1053,North,Hillview,81613,Detached,1927,2,No
H1054,South,Springfield,37181,Apartment,894,5,No
H1055,West,Springfield,90196,Detached,543,6,Yes
H1056,East,Springfield,14749,Townhouse,2204,4,No
H1057,North,Hillview,16307,Townhouse,1333,5,Yes
H1058,East,Lakeland,87873,Condo,1247,5,No
H1059,East,Lakeland,85695,Townhouse,1687,4,Yes
H1060,West,Rivertown,68147,Townhouse,1444,3,No
H1061,West,Springfield,95752,Townhouse,1190,4,No
H1062,West,Springfield,16225,Condo,2074,1,Yes
H1063,East,Springfield,25593,Detached,1946,1,No
H1064,South,Lakeland,31881,Townhouse,1055,1,No
H1065,West,Springfield,38907,Apartment,1185,4,Yes
H1066,East,Lakeland,52857,Apartment,1685,3,Yes
H1067,East,Hillview,87855,Apartment,3383,3,No
H1068,North,Rivertown,27370,Detached,1844,2,No
H1069,North,Lakeland,65170,Condo,2144,6,Yes
H1070,North,Rivertown,26324,Detached,3228,4,No
H1071,North,Springfield,96230,Townhouse,1352,3,Yes
H1072,North,Springfield,63792,Townhouse,2471,2,No
H1073,North,Hillview,30834,Condo,3475,1,Yes
H1074,North,Lakeland,42984,Apartment,3260,3,No
H1075,West,Springfield,47948,Condo,1543,3,Yes
H1076,South,Hillview,60999,Townhouse,1755,2,No
H1077,North,Rivertown,94434,Townhouse,2630,6,Yes
H1078,South,Springfield,32852,Condo,1510,5,Yes
H1079,West,Hillview,95578,Detached,1147,6,No
H1080,South,Rivertown,76491,Condo,3257,4,Yes
H1081,West,Rivertown,20684,Detached,1048,6,No
H1082,West,Springfield,63963,Townhouse,1681,2,No
H1083,West,Hillview,18207,Apartment,1955,6,Yes
H1084,East,Rivertown,21272,Apartment,1935,1,Yes
H1085,South,Rivertown,16726,Apartment,2989,3,No
H1086,East,Springfield,54479,Condo,2134,2,Yes
H1087,North,Hillview,94142,Detached,3381,3,Yes
H1088,West,Hillview,32671,Townhouse,1714,4,Yes
H1089,East,Hillview,61086,Apartment,528,5,No
H1090,South,Lakeland,99808,Detached,3294,4,Yes
H1091,South,Springfield,76378,Detached,3398,3,Yes
H1092,West,Rivertown,49198,Apartment,3323,4,No
H1093,East,Rivertown,73978,Condo,600,1,No
H1094,South,Lakeland,15463,Detached,593,2,Yes
H1095,East,Hillview,87223,Detached,1155,6,No
H1096,South,Springfield,94405,Condo,1036,4,No
H1097,East,Rivertown,45649,Apartment,2893,1,No
H1098,West,Springfield,59569,Townhouse,2357,6,Yes
H1099,West,Hillview,95683,Townhouse,3084,6,No
H1100,West,Rivertown,73691,Condo,2341,5,Yes
H1101,West,Hillview,88425,Apartment,1889,2,No
H1102,East,Rivertown,76389,Condo,2687,2,Yes
H1103,West,Hillview,49720,Detached,3005,4,Yes
H1104,North,Hillview,53747,Condo,3065,5,No
H1105,North,Hillview,52849,Townhouse,1940,4,Yes
H1106,North,Rivertown,99698,Townhouse,962,1,Yes
H1107,East,Rivertown,79322,Townhouse,678,3,No
H1108,West,Rivertown,20333,Detached,1264,3,No
H1109,North,Lakeland,60016,Townhouse,2419,3,Yes
H1110,North,Hillview,73213,Condo,2144,6,No
H1111,East,Lakeland,41046,Apartment,1342,6,Yes
H1112,North,Hillview,65315,Townhouse,1503,6,Yes
H1113,South,Springfield,30253,Townhouse,2774,3,Yes
H1114,South,Lakeland,28935,Detached,2012,2,No
H1115,East,Lakeland,70378,Townhouse,1551,2,No
H1116,North,Springfield,32512,Apartment,1395,5,Yes
H1117,West,Hillview,26282,Condo,712,2,Yes
H1118,East,Hillview,34523,Condo,761,1,No
H1119,North,Rivertown,23699,Condo,1552,2,No
H1120,North,Lakeland,12319,Condo,1228,1,No
H1121,West,Springfield,86156,Townhouse,2330,6,No
H1122,North,Springfield,53889,Townhouse,3335,4,Yes
H1123,North,Springfield,77027,Townhouse,735,1,No
H1124,North,Rivertown,18089,Detached,3315,3,Yes
H1125,East,Springfield,20170,Detached,2437,2,Yes
H1126,East,Springfield,90764,Condo,1568,5,Yes
H1127,South,Springfield,98488,Condo,1959,4,No
H1128,East,Hillview,48382,Apartment,1982,5,No
H1129,South,Rivertown,61978,Apartment,664,4,No
H1130,North,Rivertown,69269,Apartment,1033,4,Yes
H1131,North,Lakeland,17871,Detached,3425,4,No
H1132,North,Lakeland,34782,Townhouse,1655,1,No
H1133,North,Springfield,87672,Condo,613,6,Yes
H1134,North,Lakeland,91882,Townhouse,1873,2,No
H1135,West,Lakeland,53404,Detached,1655,1,Yes
H1136,North,Lakeland,98211,Detached,2210,6,No
H1137,North,Hillview,91636,Apartment,2195,4,No
H1138,North,Hillview,59110,Townhouse,943,6,No
H1139,South,Rivertown,47270,Detached,1396,3,Yes
H1140,West,Rivertown,67288,Detached,3192,1,Yes
H1141,South,Lakeland,77772,Apartment,2978,1,Yes
H1142,South,Hillview,58638,Townhouse,1558,3,No
H1143,East,Springfield,60094,Apartment,2030,5,Yes
H1144,West,Hillview,60256,Condo,3045,3,Yes
H1145,North,Springfield,72343,Apartment,1513,1,Yes
H1146,East,Rivertown,56345,Townhouse,1321,2,No
H1147,West,Hillview,20221,Condo,811,4,Yes
H1148,West,Lakeland,11514,Apartment,2926,2,No
H1149,South,Springfield,63609,Condo,1919,4,Yes
H1150,West,Springfield,63620,Townhouse,663,4,Yes
H1151,North,Springfield,70960,Townhouse,572,4,Yes
H1152,South,Lakeland,62646,Townhouse,2126,3,No
H1153,North,Rivertown,27096,Condo,1538,4,No
H1154,West,Springfield,62516,Townhouse,977,2,No
H1155,East,Hillview,70136,Condo,609,1,Yes
H1156,East,Rivertown,54481,Townhouse,1045,4,Yes
H1157,East,Springfield,93006,Condo,1978,6,No
H1158,West,Springfield,29353,Townhouse,1339,6,Yes
H1159,South,Hillview,43470,Apartment,1041,5,Yes
H1160,West,Rivertown,75678,Townhouse,2371,3,Yes
H1161,South,Hillview,58971,Apartment,3203,6,Yes
H1162,North,Rivertown,29291,Apartment,2439,4,No
H1163,West,Rivertown,53064,Condo,3304,4,No
H1164,North,Rivertown,28676,Townhouse,2154,2,Yes
H1165,West,Rivertown,47866,Townhouse,1357,5,Yes
H1166,West,Rivertown,14991,Detached,3240,4,No
H1167,North,Springfield,43141,Condo,1474,6,Yes
H1168,East,Lakeland,16250,Townhouse,2199,4,Yes
H1169,East,Springfield,34306,Condo,2258,4,Yes
H1170,North,Rivertown,38445,Townhouse,2345,6,No
H1171,West,Lakeland,37690,Condo,546,4,No
H1172,South,Springfield,34540,Townhouse,803,5,No
H1173,South,Springfield,84173,Condo,1302,4,Yes
H1174,East,Hillview,24841,Detached,1440,3,No
H1175,West,Springfield,95575,Townhouse,1351,6,No
H1176,South,Rivertown,40733,Apartment,3210,4,Yes
H1177,South,Springfield,22076,Townhouse,2324,2,Yes
H1178,North,Rivertown,41425,Condo,2166,2,No
H1179,East,Hillview,74754,Detached,2577,1,Yes
H1180,South,Springfield,55536,Condo,2803,4,Yes
H1181,East,Springfield,46274,Condo,866,1,No
H1182,East,Lakeland,62673,Condo,1613,4,No
H1183,North,Rivertown,66316,Townhouse,1454,2,Yes
H1184,East,Springfield,16085,Apartment,2886,2,No
H1185,South,Lakeland,75201,Condo,3320,4,No
H1186,North,Rivertown,61548,Condo,883,3,Yes
H1187,West,Rivertown,85272,Detached,1814,6,Yes
H1188,South,Hillview,47008,Condo,2965,5,Yes
H1189,North,Lakeland,16007,Detached,1696,5,Yes
H1190,South,Hillview,45697,Townhouse,2425,5,Yes
H1191,South,Rivertown,31055,Apartment,1511,4,No
H1192,East,Hillview,24025,Townhouse,1323,3,Yes
H1193,East,Lakeland,93711,Detached,2612,6,Yes
H1194,East,Hillview,49025,Detached,2050,2,No
H1195,North,Lakeland,30080,Condo,893,3,Yes
H1196,South,Rivertown,34839,Townhouse,1525,6,Yes
H1197,East,Rivertown,61764,Condo,875,2,No
H1198,East,Hillview,84059,Detached,3282,6,No
H1199,South,Springfield,39581,Detached,1389,3,Yes
H1200,South,Lakeland,98115,Apartment,2159,3,No
H1201,North,Hillview,80207,Detached,2988,3,Yes
H1202,East,Lakeland,33004,Detached,1221,4,Yes
H1203,South,Lakeland,99685,Condo,2609,5,Yes
H1204,East,Springfield,38188,Townhouse,2601,3,Yes
H1205,South,Lakeland,78966,Detached,1433,2,Yes
H1206,South,Lakeland,44974,Condo,1732,6,No
H1207,South,Hillview,36718,Detached,2419,4,Yes
H1208,South,Springfield,10303,Condo,1785,1,Yes
H1209,South,Lakeland,57574,Apartment,507,3,No
H1210,North,Lakeland,31102,Townhouse,3456,5,No
H1211,West,Rivertown,22309,Condo,1992,5,No
H1212,North,Rivertown,30075,Condo,2500,4,Yes
H1213,East,Rivertown,81961,Condo,2986,4,Yes
H1214,East,Lakeland,89991,Condo,504,1,Yes
H1215,West,Hillview,12693,Condo,3024,2,Yes
H1216,West,Rivertown,13625,Apartment,1196,2,No
H1217,West,Lakeland,31292,Apartment,2164,1,Yes
H1218,East,Rivertown,75591,Condo,776,5,Yes
H1219,North,Springfield,22607,Townhouse,2974,2,No
H1220,West,Springfield,43247,Condo,1612,5,No
H1221,West,Hillview,11576,Apartment,1135,2,No
H1222,West,Hillview,25342,Townhouse,1973,2,Yes
H1223,East,Hillview,14668,Apartment,860,6,Yes
H1224,East,Rivertown,48722,Condo,536,4,Yes
H1225,North,Rivertown,88294,Condo,3334,6,Yes
H1226,South,Lakeland,40719,Detached,2024,6,No
H1227,West,Hillview,81157,Apartment,2311,2,No
H1228,North,Hillview,19685,Apartment,1315,3,No
H1229,South,Hillview,53715,Detached,930,2,Yes
H1230,East,Rivertown,81384,Condo,1380,1,No
H1231,South,Springfield,39875,Townhouse,1931,6,Yes
H1232,North,Springfield,38855,Apartment,3114,1,No
H1233,South,Rivertown,50467,Townhouse,2265,6,No
H1234,North,Rivertown,82464,Condo,1658,1,Yes
H1235,East,Lakeland,48171,Detached,1524,3,Yes
H1236,North,Rivertown,38773,Townhouse,1120,5,No
H1237,East,Lakeland,27812,Condo,2687,5,No
H1238,West,Rivertown,50165,Detached,2610,3,No
H1239,West,Rivertown,16529,Apartment,2560,1,Yes
H1240,South,Rivertown,80436,Townhouse,2286,4,Yes
H1241,South,Hillview,42863,Townhouse,1649,2,Yes
H1242,East,Springfield,89196,Condo,2115,5,No
H1243,West,Lakeland,94338,Condo,2295,2,No
H1244,North,Springfield,88654,Condo,2496,2,No
H1245,East,Hillview,70030,Condo,569,5,No
H1246,East,Springfield,65195,Townhouse,1901,3,No
H1247,West,Hillview,12477,Townhouse,3084,6,No
H1248,East,Springfield,34451,Condo,2649,6,No
H1249,North,Springfield,26787,Condo,980,4,No
H1250,East,Lakeland,22973,Condo,2721,3,No
H1251,East,Rivertown,47123,Apartment,2745,5,Yes
H1252,North,Hillview,72078,Townhouse,2882,1,No
H1253,East,Lakeland,62297,Apartment,3163,3,No
H1254,East,Hillview,83638,Apartment,2746,2,Yes
H1255,West,Lakeland,76470,Detached,704,6,No
H1256,West,Hillview,81116,Detached,1507,2,No
H1257,West,Lakeland,38496,Apartment,1307,2,No
H1258,South,Hillview,39727,Apartment,1203,3,Yes
H1259,West,Lakeland,59358,Townhouse,2878,3,Yes
H1260,South,Springfield,38882,Townhouse,1545,2,No
H1261,North,Hillview,60101,Townhouse,2164,6,Yes
H1262,South,Lakeland,45579,Apartment,2411,5,Yes
H1263,East,Rivertown,66854,Condo,992,6,No
H1264,South,Springfield,74536,Condo,1954,3,No
H1265,South,Springfield,10650,Apartment,895,2,Yes
H1266,South,Lakeland,90548,Condo,3084,4,No
H1267,South,Springfield,46985,Condo,2409,6,No
H1268,North,Lakeland,22105,Townhouse,877,3,Yes
H1269,East,Springfield,46867,Detached,712,2,Yes
H1270,East,Rivertown,76139,Apartment,675,4,Yes
H1271,North,Springfield,20922,Condo,1899,2,Yes
H1272,East,Springfield,43734,Townhouse,821,5,Yes
H1273,South,Hillview,19420,Condo,611,5,No
H1274,East,Lakeland,68749,Detached,1994,6,Yes
H1275,East,Hillview,69167,Detached,2605,1,Yes
H1276,North,Hillview,97467,Detached,1548,4,Yes
H1277,South,Hillview,17076,Apartment,1945,3,Yes
H1278,East,Lakeland,27885,Condo,2141,3,Yes
H1279,East,Springfield,64483,Townhouse,2241,5,No
H1280,East,Rivertown,87005,Apartment,2889,5,No
H1281,East,Springfield,11964,Condo,586,1,Yes
H1282,South,Springfield,94502,Condo,3397,5,Yes
H1283,West,Springfield,94392,Apartment,553,5,Yes
H1284,West,Rivertown,89257,Townhouse,1699,5,Yes
H1285,East,Lakeland,19732,Condo,2698,1,Yes
H1286,South,Lakeland,38870,Townhouse,1954,2,Yes
H1287,South,Hillview,88000,Condo,1789,3,Yes
H1288,West,Lakeland,95299,Townhouse,2049,1,Yes
H1289,North,Springfield,71494,Apartment,1710,6,Yes
H1290,East,Lakeland,64046,Apartment,1898,3,Yes
H1291,North,Springfield,45004,Condo,2389,3,Yes
H1292,West,Springfield,23068,Condo,1729,1,No
H1293,North,Hillview,24806,Condo,2098,5,No
H1294,South,Rivertown,88682,Townhouse,1201,2,No
H1295,North,Hillview,38477,Condo,2449,2,No
H1296,West,Springfield,75386,Townhouse,2628,1,No
H1297,West,Hillview,29473,Detached,2956,5,No
H1298,North,Hillview,84611,Townhouse,2485,5,No
H1299,South,Lakeland,98816,Condo,890,5,Yes
H1300,East,Lakeland,11402,Condo,2129,1,No
H1301,South,Lakeland,70694,Townhouse,2224,6,No
H1302,West,Rivertown,12969,Detached,2537,6,Yes
H1303,West,Hillview,35880,Townhouse,2242,3,No
H1304,West,Lakeland,72755,Townhouse,776,5,No
H1305,South,Springfield,15540,Condo,2968,2,No
H1306,East,Hillview,92589,Apartment,3383,2,No
H1307,North,Lakeland,40248,Townhouse,876,4,No
H1308,East,Hillview,32915,Apartment,2002,4,No
H1309,West,Springfield,57731,Apartment,2986,2,Yes
H1310,North,Rivertown,46463,Townhouse,933,3,No
H1311,North,Hillview,48762,Townhouse,608,4,No
H1312,South,Lakeland,42468,Townhouse,2268,2,Yes
H1313,West,Hillview,47811,Apartment,2865,6,No
H1314,East,Hillview,56399,Townhouse,3363,5,No
H1315,South,Lakeland,67224,Detached,1369,5,No
H1316,East,Hillview,81913,Townhouse,2138,6,No
H1317,East,Rivertown,28054,Detached,732,4,No
H1318,West,Springfield,73066,Townhouse,1802,5,Yes
H1319,East,Hillview,74766,Condo,3470,6,Yes
H1320,North,Hillview,40306,Townhouse,1069,2,Yes
H1321,West,Springfield,69181,Apartment,822,6,No
H1322,West,Springfield,24534,Detached,1252,1,Yes
H1323,East,Hillview,11927,Condo,3173,6,No
H1324,East,Hillview,81306,Townhouse,1368,6,No
H1325,South,Lakeland,97077,Apartment,1995,1,Yes
H1326,West,Springfield,36785,Condo,2636,6,Yes
H1327,South,Springfield,96022,Townhouse,1241,3,No
H1328,South,Hillview,21617,Detached,2138,4,Yes
H1329,North,Lakeland,99027,Condo,2423,2,No
H1330,East,Lakeland,36048,Apartment,1038,5,No
H1331,East,Hillview,59465,Townhouse,2164,4,Yes
H1332,North,Hillview,70215,Apartment,968,1,Yes
H1333,West,Springfield,65582,Apartment,2893,4,No
H1334,West,Hillview,68815,Apartment,657,4,No
H1335,East,Lakeland,47266,Detached,2400,3,No
H1336,South,Springfield,67887,Townhouse,2610,6,Yes
H1337,South,Rivertown,10727,Condo,3489,3,No
H1338,West,Rivertown,26319,Condo,2128,2,No
H1339,West,Rivertown,95217,Townhouse,772,6,No
H1340,South,Hillview,32539,Condo,2156,5,No
H1341,South,Hillview,62543,Detached,605,4,No
H1342,West,Hillview,90635,Townhouse,1330,4,Yes
H1343,West,Rivertown,65668,Condo,2803,2,Yes
H1344,North,Lakeland,20451,Apartment,1266,5,No
H1345,East,Rivertown,14259,Detached,913,3,Yes
H1346,South,Rivertown,17399,Apartment,3422,4,Yes
H1347,South,Rivertown,44170,Condo,765,5,No
H1348,North,Rivertown,87385,Townhouse,2225,6,Yes
H1349,East,Rivertown,64023,Detached,2657,2,Yes
H1350,West,Hillview,90124,Apartment,2199,1,No
H1351,North,Springfield,41586,Condo,2976,3,Yes
H1352,West,Rivertown,15614,Townhouse,2965,2,Yes
H1353,East,Rivertown,22224,Apartment,2276,2,Yes
H1354,North,Lakeland,52028,Townhouse,1020,1,No
H1355,South,Hillview,56177,Condo,985,4,Yes
H1356,North,Hillview,38801,Townhouse,1831,1,Yes
H1357,North,Lakeland,79198,Detached,3365,3,Yes
H1358,East,Springfield,46654,Detached,1569,5,No
H1359,North,Hillview,77033,Townhouse,3335,1,Yes
H1360,North,Rivertown,71971,Apartment,1569,5,No
H1361,North,Springfield,19689,Detached,3428,3,No
H1362,West,Hillview,57210,Apartment,3386,4,Yes
H1363,South,Springfield,94083,Detached,1664,1,Yes
H1364,South,Springfield,26772,Townhouse,2232,1,No
H1365,West,Springfield,55483,Detached,1114,4,No
H1366,South,Springfield,82486,Condo,3386,6,No
H1367,East,Rivertown,59898,Townhouse,1462,6,Yes
H1368,South,Lakeland,55540,Townhouse,1356,5,No
H1369,East,Springfield,96078,Detached,1579,5,No
H1370,North,Springfield,19892,Apartment,1141,1,No
H1371,West,Rivertown,25670,Townhouse,2765,4,Yes
H1372,North,Lakeland,13803,Detached,2894,5,No
H1373,North,Rivertown,77968,Detached,2859,6,No
H1374,South,Hillview,12878,Townhouse,3407,6,No
H1375,East,Lakeland,80670,Condo,1041,4,No
H1376,South,Rivertown,91837,Condo,845,5,No
H1377,West,Rivertown,83913,Townhouse,3350,4,Yes
H1378,North,Hillview,60863,Apartment,2435,5,Yes
H1379,West,Hillview,35810,Apartment,3135,3,No
H1380,East,Hillview,61834,Detached,2663,4,Yes
H1381,South,Lakeland,41824,Condo,2969,6,No
H1382,South,Lakeland,65147,Detached,2558,6,No
H1383,South,Hillview,45345,Townhouse,1829,6,No
H1384,East,Lakeland,84925,Apartment,2726,2,No
H1385,South,Springfield,59040,Condo,1537,4,Yes
H1386,East,Lakeland,97341,Condo,2309,3,Yes
H1387,North,Rivertown,96190,Apartment,1179,4,No
H1388,South,Hillview,11518,Townhouse,2913,3,No
H1389,North,Rivertown,50517,Condo,738,3,No
H1390,North,Springfield,30126,Condo,564,1,No
H1391,West,Lakeland,67879,Condo,1093,2,Yes
H1392,East,Lakeland,70460,Townhouse,2040,5,Yes
H1393,North,Lakeland,28148,Detached,2347,2,Yes
H1394,North,Rivertown,98342,Townhouse,1309,6,No
H1395,East,Rivertown,51823,Apartment,1868,5,No
H1396,South,Lakeland,91994,Townhouse,626,3,No
H1397,South,Rivertown,12045,Apartment,2306,1,No
H1398,South,Lakeland,92535,Detached,3487,5,No
H1399,East,Hillview,75599,Condo,3343,1,Yes
H1400,North,Hillview,33262,Detached,3021,1,Yes
H1401,West,Hillview,14761,Condo,1028,2,No
H1402,East,Springfield,26916,Apartment,1373,2,No
H1403,North,Lakeland,95198,Apartment,2292,2,Yes
H1404,West,Springfield,95441,Condo,2143,6,No
H1405,North,Hillview,36980,Townhouse,2757,1,No
H1406,South,Lakeland,81071,Condo,1170,3,No
H1407,West,Rivertown,13505,Townhouse,3324,2,No
H1408,North,Rivertown,97333,Apartment,3386,4,Yes
H1409,South,Springfield,55642,Townhouse,2784,3,Yes
H1410,South,Rivertown,53672,Detached,1292,5,No
H1411,South,Springfield,61504,Townhouse,2597,4,No
H1412,North,Lakeland,56136,Detached,1584,6,No
H1413,East,Springfield,34725,Detached,2248,6,No
H1414,West,Springfield,98977,Townhouse,3140,5,No
H1415,North,Springfield,45344,Condo,2501,4,No
H1416,West,Rivertown,39812,Condo,1816,5,No
H1417,West,Springfield,97719,Detached,2048,5,No
H1418,North,Rivertown,88547,Condo,3345,6,No
H1419,North,Lakeland,66685,Detached,2800,4,No
H1420,West,Lakeland,83950,Detached,1453,2,No
H1421,South,Springfield,30850,Townhouse,3143,5,No
H1422,North,Rivertown,79138,Condo,1834,4,Yes
H1423,West,Rivertown,53546,Condo,2599,5,No
H1424,West,Rivertown,45272,Apartment,2766,4,No
H1425,North,Hillview,50168,Apartment,3441,2,Yes
H1426,West,Springfield,24243,Townhouse,3242,5,No
H1427,East,Hillview,14894,Detached,2958,2,No
H1428,North,Rivertown,72042,Townhouse,925,6,No
H1429,South,Hillview,50638,Apartment,708,2,No
H1430,East,Rivertown,43900,Townhouse,3240,6,Yes
H1431,East,Rivertown,59497,Detached,1984,4,Yes
H1432,North,Rivertown,54312,Condo,732,2,No
H1433,South,Rivertown,54287,Detached,3232,4,Yes
H1434,East,Hillview,33712,Apartment,3482,3,No
H1435,North,Hillview,78412,Detached,2892,3,No
H1436,West,Hillview,34888,Apartment,1953,4,Yes
H1437,East,Springfield,26916,Townhouse,2392,1,No
H1438,South,Lakeland,74552,Detached,794,3,No
H1439,West,Springfield,63189,Condo,2171,2,Yes
H1440,North,Hillview,92850,Detached,1318,2,No
H1441,West,Rivertown,80476,Detached,1925,3,Yes
H1442,North,Hillview,50480,Townhouse,3401,5,No
H1443,South,Rivertown,34613,Condo,563,3,Yes
H1444,North,Hillview,30704,Apartment,899,3,No
H1445,East,Lakeland,92485,Condo,740,3,No
H1446,North,Hillview,85301,Detached,840,1,Yes
H1447,South,Hillview,95757,Condo,1449,5,No
H1448,North,Hillview,78045,Apartment,2976,1,No
H1449,South,Rivertown,42206,Apartment,3343,2,Yes
H1450,East,Rivertown,38106,Townhouse,3424,3,Yes
H1451,North,Hillview,44150,Condo,2895,4,No
H1452,West,Lakeland,85709,Townhouse,1745,1,Yes
H1453,East,Rivertown,54461,Detached,828,6,Yes
H1454,East,Hillview,61318,Detached,2264,5,Yes
H1455,East,Hillview,50107,Condo,2233,3,No
H1456,North,Lakeland,61272,Apartment,2235,4,No
H1457,South,Hillview,82845,Townhouse,3285,5,No
H1458,North,Rivertown,61373,Townhouse,2214,3,Yes
H1459,West,Hillview,47451,Detached,3418,2,Yes
H1460,West,Rivertown,17894,Condo,2109,1,No
H1461,West,Springfield,19391,Detached,567,6,No
H1462,West,Lakeland,13671,Apartment,2736,4,Yes
H1463,North,Hillview,81905,Detached,695,3,Yes
H1464,South,Rivertown,93676,Apartment,1229,3,Yes
H1465,West,Springfield,21283,Condo,1129,1,Yes
H1466,West,Hillview,67687,Townhouse,846,5,No
H1467,North,Hillview,59301,Apartment,3357,5,No
H1468,West,Lakeland,52047,Apartment,2859,3,Yes
H1469,West,Springfield,92926,Apartment,3036,1,No
H1470,West,Hillview,20157,Apartment,1657,3,No
H1471,North,Lakeland,69045,Townhouse,1339,3,Yes
H1472,East,Rivertown,41963,Condo,1685,2,No
H1473,North,Springfield,13490,Apartment,3474,5,No
H1474,East,Hillview,81602,Detached,1921,4,Yes
H1475,North,Rivertown,68759,Townhouse,1189,5,Yes
H1476,East,Springfield,63183,Apartment,1087,4,Yes
H1477,North,Springfield,32123,Condo,1418,1,No
H1478,North,Rivertown,95497,Apartment,1454,6,No
H1479,East,Lakeland,77566,Townhouse,2351,2,Yes
H1480,North,Lakeland,77616,Condo,2381,4,Yes
H1481,West,Hillview,69865,Townhouse,3245,6,No
H1482,East,Hillview,73489,Detached,3422,3,Yes
H1483,West,Hillview,72058,Detached,1384,4,No
H1484,East,Rivertown,78553,Detached,2754,1,Yes
H1485,East,Hillview,54062,Detached,1355,5,Yes
H1486,West,Rivertown,84588,Townhouse,1694,1,No
H1487,South,Springfield,10134,Condo,2275,1,Yes
H1488,West,Springfield,62951,Apartment,2048,2,Yes
H1489,North,Hillview,46371,Detached,1749,5,No
H1490,East,Rivertown,65887,Condo,2000,5,Yes
H1491,West,Rivertown,56709,Townhouse,2366,1,No
H1492,South,Lakeland,93671,Condo,3213,1,No
H1493,South,Springfield,94754,Apartment,1131,1,Yes
H1494,West,Rivertown,90776,Townhouse,1312,3,No
H1495,West,Springfield,10108,Apartment,3418,5,No
H1496,North,Springfield,74207,Townhouse,3487,2,Yes
H1497,North,Lakeland,83561,Apartment,1807,2,No
H1498,North,Springfield,23885,Detached,1293,1,No
H1499,South,Hillview,74315,Detached,3212,4,Yes
H1500,West,Springfield,85616,Townhouse,1323,5,No
H1501,North,Springfield,51771,Detached,2284,1,No
H1502,South,Springfield,16656,Condo,528,4,Yes
H1503,South,Hillview,58125,Detached,2729,1,Yes
H1504,South,Hillview,64374,Condo,796,1,No
H1505,West,Lakeland,34041,Townhouse,2419,2,No
H1506,North,Springfield,10245,Townhouse,3391,6,Yes
